filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template	calibration_strand_genome_template	calibration_strand_identity_template	calibration_strand_accuracy_template	calibration_strand_speed_bps_template
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_311_strand.fast5	1457a492-dcf9-4a88-9816-255460252461	c658a0f770028f020749390debc1a174a1c83146	311	80.5156	2.13131	1674	True	0.13529	1674	1.99602	1674	1025	7.22	-0.9253	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_297_strand.fast5	2e29fe76-7685-452d-9972-6de2cb20c8b4	c658a0f770028f020749390debc1a174a1c83146	297	38.30163	1.45219	1119	True	0.12898	1119	1.32321	1119	659	8.218	-0.7015	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_336_strand.fast5	f9302348-d1cd-4b7e-ab43-042f30422558	c658a0f770028f020749390debc1a174a1c83146	336	71.62865	1.70468	1212	True	0.17015	1212	1.53453	1212	583	8.252	-0.6884	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_341_strand.fast5	086b4c9b-d2ea-4076-8692-92a8fafed432	c658a0f770028f020749390debc1a174a1c83146	341	73.76959	1.70551	1312	True	0.0664	1312	1.63911	1312	605	8.6	-0.6042	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_348_strand.fast5	568d94d8-3668-49a9-968f-c28486388f88	c658a0f770028f020749390debc1a174a1c83146	348	35.1162	2.2412	1577	True	0.32072	1577	1.92048	1577	863	8.903	-0.6007	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_346_strand.fast5	7bd3ccfa-2a52-4782-b884-f806e797a135	c658a0f770028f020749390debc1a174a1c83146	346	42.2915	2.07553	1540	True	0.23987	1540	1.83566	1540	865	8.305	-0.7422	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_340_strand.fast5	9230d075-a398-4ed0-96aa-7d658e5cc902	c658a0f770028f020749390debc1a174a1c83146	340	68.82238	1.44439	1185	True	0	1185	1.44439	1185	513	7.268	-1.0363	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_389_strand.fast5	e940f7f6-3844-4c4e-a437-b6ec2048b660	c658a0f770028f020749390debc1a174a1c83146	389	48.39924	1.50398	1160	True	0.07022	1160	1.43376	1160	654	7.478	-0.8321	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_399_strand.fast5	138b7a1a-5936-40d7-a7e5-e0d7c63fd641	c658a0f770028f020749390debc1a174a1c83146	399	43.334	1.53918	931	True	0.36504	931	1.17414	931	487	7.854	-0.6749	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_408_strand.fast5	5f4dcbdd-4503-4d81-a1bf-f529b2a56f70	c658a0f770028f020749390debc1a174a1c83146	408	56.33267	2.37932	1769	True	0.23207	1769	2.14724	1769	697	7.961	-0.9099	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_438_strand.fast5	8f192860-153b-46ce-8049-e89bb67be6d3	c658a0f770028f020749390debc1a174a1c83146	438	64.21896	2.15637	1365	True	0.52009	1365	1.63629	1365	767	7.954	-0.734	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_454_strand.fast5	02e7be86-67e5-4a39-9b27-a63fb9157f93	c658a0f770028f020749390debc1a174a1c83146	454	32.97095	1.01179	685	True	0.19074	685	0.82105	685	366	7.499	-0.7234	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_439_strand.fast5	212bb608-b176-44bc-b003-f56bef340180	c658a0f770028f020749390debc1a174a1c83146	439	59.50531	1.34861	1072	True	0.08267	1072	1.26594	1072	639	7.58	-0.7721	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_458_strand.fast5	a8112686-2b1d-4c34-a23b-c65b05b0b465	c658a0f770028f020749390debc1a174a1c83146	458	73.66368	1.91899	1561	True	0	1561	1.91899	1561	600	7.989	-0.8985	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_465_strand.fast5	38297183-06ec-4c41-9808-54add63804d0	c658a0f770028f020749390debc1a174a1c83146	465	46.68376	1.53868	1239	True	0.03237	1239	1.50631	1239	654	8.011	-0.7355	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_473_strand.fast5	45c00749-f852-483d-b9f4-5eb8db20c5d6	c658a0f770028f020749390debc1a174a1c83146	473	47.51693	1.36338	1084	True	0.07537	1084	1.28801	1084	595	7.062	-0.9907	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_59_strand.fast5	4696163b-0e8d-454b-91da-4073555d36ce	c658a0f770028f020749390debc1a174a1c83146	59	72.62301	1.9507	1477	True	0.1421	1477	1.8086	1477	769	8.69	-0.6042	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_498_strand.fast5	6d0351ee-ba57-4ca9-a1ae-d71e60098491	c658a0f770028f020749390debc1a174a1c83146	498	77.61869	1.48473	1101	True	0.15704	1101	1.32769	1101	604	8.523	-0.6027	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_54_strand.fast5	cf206166-de9f-4ae1-9715-11ea8df21630	c658a0f770028f020749390debc1a174a1c83146	54	54.08914	2.19389	1417	True	0.46381	1417	1.73008	1417	697	7.48	-0.7924	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_90_strand.fast5	68083b0c-5591-4646-a362-97531e9e16a0	c658a0f770028f020749390debc1a174a1c83146	90	67.70219	1.15206	967	True	0.01743	967	1.13463	967	633	7.229	-0.8272	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_6_strand.fast5	73a4b9fe-0230-407f-b9a7-179a2c2bab0a	c658a0f770028f020749390debc1a174a1c83146	6	47.37417	1.48323	1234	True	0.00747	1234	1.47576	1234	702	7.719	-0.7897	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_69_strand.fast5	84ec8ba9-8c4b-4a33-a091-924f5dab304f	c658a0f770028f020749390debc1a174a1c83146	69	46.93659	1.37815	1002	True	0.18509	1002	1.19306	1002	562	7.796	-0.7617	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_70_strand.fast5	eb912de1-134d-4ea8-9acb-4154b525fad7	c658a0f770028f020749390debc1a174a1c83146	70	55.62683	1.45053	1073	True	0.17065	1073	1.27988	1073	619	7.09	-0.8624	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_67_strand.fast5	ff791daa-2576-4142-9c6b-1f8a3e1e9d66	c658a0f770028f020749390debc1a174a1c83146	67	86.42729	1.76992	1434	True	0.05129	1434	1.71863	1434	678	7.893	-0.8003	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_97_strand.fast5	0a4114c0-07c4-4672-9e5b-e160830b43f4	c658a0f770028f020749390debc1a174a1c83146	97	84.93758	1.41816	1063	True	0.16401	1063	1.25415	1063	612	7.299	-0.8486	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_109_strand.fast5	74296ab0-0f6e-40ea-b3a1-745d7c7e2bcf	c658a0f770028f020749390debc1a174a1c83146	109	56.63712	2.55362	2132	True	0	2132	2.55362	2132	1313	7.93	-0.9133	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_121_strand.fast5	78b5dcb7-dab0-4427-a849-1a28c956998a	c658a0f770028f020749390debc1a174a1c83146	121	58.33035	1.35674	1024	True	0.10408	1024	1.25266	1024	421	7.874	-0.8475	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_110_strand.fast5	cd3e3c6f-106e-444c-8d11-2dff2d988912	c658a0f770028f020749390debc1a174a1c83146	110	58.22726	1.50714	1144	True	0.11869	1144	1.38845	1144	644	8.162	-0.6658	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_34_ch_95_strand.fast5	de87a5aa-b82d-4fbf-b8d8-e271e6d80c54	c658a0f770028f020749390debc1a174a1c83146	95	64.50448	2.24236	1808	True	0	1808	2.24236	1808	796	8.009	-0.8601	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_198_strand.fast5	617ad951-fc6b-47a2-b677-0a549a05039e	c658a0f770028f020749390debc1a174a1c83146	198	49.80129	1.75448	1397	True	0.10574	1397	1.64874	1397	841	7.39	-0.8228	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_153_strand.fast5	c50a27a9-8bde-4756-b49f-6994d1570518	c658a0f770028f020749390debc1a174a1c83146	153	89.92812	1.80445	1480	True	0.02673	1480	1.77772	1480	807	8.665	-0.6422	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_318_strand.fast5	70f635a0-b80b-4993-b68d-b2e6c5eea9a7	c658a0f770028f020749390debc1a174a1c83146	318	68.01776	1.26444	966	True	0.10657	966	1.15787	966	561	7.841	-0.7083	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_293_strand.fast5	9494eb0f-2bfb-46d5-81ef-ec7935aba308	c658a0f770028f020749390debc1a174a1c83146	293	85.48954	1.57055	1143	True	0.20435	1143	1.3662	1143	563	9.118	-0.5813	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_234_strand.fast5	cf06023f-6a1c-4e81-ac3d-ec7942afc27f	c658a0f770028f020749390debc1a174a1c83146	234	91.19871	1.21912	905	True	0.14774	905	1.07138	905	536	8.021	-0.683	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_330_strand.fast5	7d76588c-2819-408b-8dda-cca3c14189a1	c658a0f770028f020749390debc1a174a1c83146	330	40.3164	1.70003	1406	True	0.01909	1406	1.68094	1406	823	8.053	-0.7487	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_373_strand.fast5	ad761b7b-6694-46cd-a691-14dc36f300fd	c658a0f770028f020749390debc1a174a1c83146	373	83.77905	3.82122	3010	True	0.18609	3010	3.63513	3010	1644	8.474	-0.6704	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_393_strand.fast5	1d5682a9-4452-4ac3-807a-b1748912b222	c658a0f770028f020749390debc1a174a1c83146	393	66.95883	1.0762	760	True	0.14326	760	0.93293	760	470	7.419	-0.8603	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_400_strand.fast5	8b46b9f7-acc1-4dfb-8425-cd439a7a8e8d	c658a0f770028f020749390debc1a174a1c83146	400	68.49021	1.44788	1032	True	0.15936	1032	1.28851	1032	580	9.391	-0.4826	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_430_strand.fast5	aeb6b98a-4f17-4976-ae69-e8fa1b7d3c2a	c658a0f770028f020749390debc1a174a1c83146	430	82.84412	1.09114	848	True	0.07869	848	1.01245	848	454	7.361	-0.8765	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_503_strand.fast5	01cb2bca-4587-4515-b625-c61bb0678b55	c658a0f770028f020749390debc1a174a1c83146	503	80.10757	1.50183	1088	True	0.15886	1088	1.34296	1088	603	10.046	-0.4409	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_5_strand.fast5	298ab968-1df9-4913-8e2e-05cb51116481	c658a0f770028f020749390debc1a174a1c83146	5	51.208	1.48589	1246	True	0.02772	1246	1.45817	1246	690	8.376	-0.6862	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_478_strand.fast5	92d683f3-2d59-49c7-91d1-18c901ecf72b	c658a0f770028f020749390debc1a174a1c83146	478	46.27922	1.19306	909	True	0.09711	909	1.09595	909	371	8.113	-0.6469	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_35_ch_469_strand.fast5	aaae2c04-b331-459e-983f-671d93777540	c658a0f770028f020749390debc1a174a1c83146	469	63.02457	2.96813	2261	True	0.19074	2261	2.77739	2261	1250	9.078	-0.5868	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_100_strand.fast5	245fd8b2-42d4-4742-845a-92832d3e4c0a	c658a0f770028f020749390debc1a174a1c83146	100	83.75448	1.80113	1319	True	0.18293	1319	1.61819	1319	691	8.173	-0.7003	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_132_strand.fast5	6925f6ed-ef40-4d2d-bed5-521eb79ff4d5	c658a0f770028f020749390debc1a174a1c83146	132	81.7925	1.62367	1346	True	0.0156	1346	1.60807	1346	718	7.576	-0.8153	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_113_strand.fast5	b4f575e5-5218-4f44-9685-a526a42a2cde	c658a0f770028f020749390debc1a174a1c83146	113	48.13994	1.20252	852	True	0.15554	852	1.04698	852	511	7.33	-0.7658	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_117_strand.fast5	f1036761-b83f-426d-95c3-572f534f73a0	c658a0f770028f020749390debc1a174a1c83146	117	61.49884	1.07719	623	True	0.32072	623	0.75647	623	313	7.24	-0.7628	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_164_strand.fast5	4c1df5e2-f763-4092-822c-4468301b9299	c658a0f770028f020749390debc1a174a1c83146	164	79.91517	2.50398	1764	True	0.40455	1764	2.09944	1764	1015	8.043	-0.7761	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_14_strand.fast5	7f9c9eea-9396-4878-a2e2-244dfc52ce28	c658a0f770028f020749390debc1a174a1c83146	14	59.30926	1.11985	731	True	0.19505	731	0.9248	731	351	8.695	-0.6256	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_149_strand.fast5	c345fcea-39fd-443b-8926-292459a5e912	c658a0f770028f020749390debc1a174a1c83146	149	40.87732	2.67596	2230	True	0.02424	2230	2.65173	2230	1356	7.055	-0.9113	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_183_strand.fast5	7745f4b5-d0a1-4d6b-beb3-252ef5b8cf78	c658a0f770028f020749390debc1a174a1c83146	183	80.75332	2.22908	1631	True	0.24602	1631	1.98307	1631	902	7.582	-0.8643	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_194_strand.fast5	a03a997c-fa18-4140-85f9-e324f5653700	c658a0f770028f020749390debc1a174a1c83146	194	41.99137	3.85823	3162	True	0.04465	3162	3.81358	3162	1665	9.066	-0.579	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_187_strand.fast5	f9428702-2fa3-4e73-b7ce-33a9fbb5fce8	c658a0f770028f020749390debc1a174a1c83146	187	88.14608	1.69007	1317	True	0.13396	1317	1.55611	1317	663	7.588	-0.7895	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_264_strand.fast5	8b7832db-cf48-4cc6-8df6-27bfedb0ecfe	c658a0f770028f020749390debc1a174a1c83146	264	59.95717	1.97078	1489	True	0.15422	1489	1.81657	1489	815	7.735	-0.736	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_250_strand.fast5	9e1b2da8-affa-4de7-a4ac-505c3928af73	c658a0f770028f020749390debc1a174a1c83146	250	81.16766	1.49336	1031	True	0.24851	1031	1.24485	1031	599	7.489	-0.835	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_230_strand.fast5	d6955b76-f4dc-45da-97b8-473108f47c22	c658a0f770028f020749390debc1a174a1c83146	230	88.98689	1.49436	1154	True	0.13645	1154	1.3579	1154	660	7.413	-0.7935	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_287_strand.fast5	239032c7-8f98-4138-be6f-bab02ddb7828	c658a0f770028f020749390debc1a174a1c83146	287	85.08765	1.45584	1055	True	0.16816	1055	1.28768	1055	638	7.575	-0.7723	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_292_strand.fast5	35a9223b-a38a-4147-9bcf-166f58f2af98	c658a0f770028f020749390debc1a174a1c83146	292	66.10209	1.80445	1353	True	0.14226	1353	1.66218	1353	743	8.236	-0.6849	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_312_strand.fast5	36199e9b-9814-48c6-85b4-34bb50e6aafc	c658a0f770028f020749390debc1a174a1c83146	312	54.75979	1.77341	1318	True	0.19422	1318	1.57918	1318	751	7.492	-0.852	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_311_strand.fast5	8d8309ed-7850-4845-8f7e-ee102af272c4	c658a0f770028f020749390debc1a174a1c83146	311	86.19721	1.8164	1328	True	0.17198	1328	1.64442	1328	662	8.904	-0.5763	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_301_strand.fast5	be28462f-093f-4ca6-8da1-f12f09d878ed	c658a0f770028f020749390debc1a174a1c83146	301	77.21215	1.56242	657	True	0.7583	657	0.80412	657	336	7.268	-0.7987	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_321_strand.fast5	22fbfba9-d0b3-496f-9080-e29ddf13983a	c658a0f770028f020749390debc1a174a1c83146	321	57.22145	1.76162	1437	True	0	1437	1.76162	1437	609	8.983	-0.9703	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_325_strand.fast5	404184f8-3c8b-4113-b000-346657d4cc4a	c658a0f770028f020749390debc1a174a1c83146	325	50.8926	1.9746	1510	True	0.11819	1510	1.85641	1510	830	7.791	-0.7882	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_323_strand.fast5	8204dafc-bf3c-4669-bbb3-8155b70c8429	c658a0f770028f020749390debc1a174a1c83146	323	39.47394	1.6655	1317	True	0.04864	1317	1.61687	1317	699	7.69	-0.7851	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_345_strand.fast5	8231aad0-6f34-47ce-9a68-720b6ddc40fc	c658a0f770028f020749390debc1a174a1c83146	345	45.90073	1.37068	1066	True	0.07869	1066	1.292	1066	587	7.009	-0.8968	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_343_strand.fast5	98a39421-3248-409e-8ea2-dc83c0329695	c658a0f770028f020749390debc1a174a1c83146	343	56.1909	1.59047	1300	True	0	1300	1.59047	1300	683	7.265	-1.0605	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_346_strand.fast5	f7b00fea-bb7e-4076-b54c-c133a0188161	c658a0f770028f020749390debc1a174a1c83146	346	44.3745	1.7573	1443	True	0.01278	1443	1.74452	1443	939	7.328	-0.9013	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_402_strand.fast5	82ddfe9a-4a76-41c0-adf6-e5326cb1184e	c658a0f770028f020749390debc1a174a1c83146	402	50.54167	1.01411	645	True	0.24004	645	0.77407	645	396	7.849	-0.7556	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_352_strand.fast5	9024b371-f606-4ff1-9e41-f13aa035f025	c658a0f770028f020749390debc1a174a1c83146	352	54.26594	1.49867	1223	True	0	1223	1.49867	1223	694	7.712	-0.8149	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_386_strand.fast5	ef23d75b-5569-4c82-a6bc-7ae464047784	c658a0f770028f020749390debc1a174a1c83146	386	72.67314	1.61371	1211	True	0.17729	1211	1.43642	1211	618	9.058	-0.5279	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_419_strand.fast5	36fe222d-be06-45de-97c5-aba2bc7c62cd	c658a0f770028f020749390debc1a174a1c83146	419	88.49701	1.59628	1302	True	0.02058	1302	1.5757	1302	707	7.911	-0.7416	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_414_strand.fast5	3ffae49c-ac62-48c9-b771-d0acf2d7c16f	c658a0f770028f020749390debc1a174a1c83146	414	50.39426	1.53951	1135	True	0.16965	1135	1.36985	1135	612	8.952	-0.6562	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_440_strand.fast5	810cd950-c3d6-4058-a75c-aed0a6597a75	c658a0f770028f020749390debc1a174a1c83146	440	58.37218	1.91235	1522	True	0.05561	1522	1.85674	1522	810	7.528	-0.8202	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_435_strand.fast5	b330f975-0053-4327-ac27-6b1bd1a93af8	c658a0f770028f020749390debc1a174a1c83146	435	83.86421	1.42397	1049	True	0.14011	1049	1.28386	1049	512	7.014	-1.0251	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_43_strand.fast5	dc43f188-820d-4fb5-a77a-ce4cd3fca4fd	c658a0f770028f020749390debc1a174a1c83146	43	66.06192	1.583	1020	True	0.3662	1020	1.2168	1020	592	7.292	-0.8454	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_44_strand.fast5	1a9bc0ee-605a-4500-84de-4e2282809263	c658a0f770028f020749390debc1a174a1c83146	44	66.70418	1.10558	798	True	0.13828	798	0.9673	798	430	7.619	-0.7537	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_477_strand.fast5	39d25c6b-da9b-4cb3-b1dc-63205a305c56	c658a0f770028f020749390debc1a174a1c83146	477	47.66517	2.25515	1707	True	0.19605	1707	2.0591	1707	878	9.32	-0.5233	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_475_strand.fast5	5ee7a6f5-9cdf-4392-ae65-8e8b75e0682f	c658a0f770028f020749390debc1a174a1c83146	475	44.57254	1.71547	1203	True	0.249	1203	1.46647	1203	693	7.458	-0.7751	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_442_strand.fast5	96079cb7-597b-468a-ab4c-1328ac52848d	c658a0f770028f020749390debc1a174a1c83146	442	85.54167	1.8667	1441	True	0.13712	1441	1.72958	1441	735	8.097	-0.7225	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_476_strand.fast5	dbad2e93-02cf-41e7-b486-26b1eced4e66	c658a0f770028f020749390debc1a174a1c83146	476	54.41484	1.92795	1499	True	0.12882	1499	1.79914	1499	783	7.877	-0.7031	filtered_out	-1	-1	0
LabCienciasSalu_20180109_FAH35475_MN18412_sequencing_run_ig_repertoires_1d2_90169_read_36_ch_470_strand.fast5	e3c09182-e3ad-4981-8061-68d728b6d58c	c658a0f770028f020749390debc1a174a1c83146	470	72.59296	4.66086	3462	True	0.48373	3462	4.17712	3462	1952	7.678	-0.8248	filtered_out	-1	-1	0
